"notes","label"
"Blitz & Donner (KOSMOS), 0,4 Kg   - German Edition -Condition/Zustand: new and sealed / neu und in Folie verpacktGeneral Information:I sell this item as a private seller. I can not give any guarantees or refunds. Nevertheless as a board game collector I describe the item as accurate as possible. In case of missing tiles or damages I mention this in the item description.Diesen Artikel verkaufe ich als Privatperson. Eine Garantie oder eine Ruecknahme biete ich nicht an. Als Sammler von Brettspielen achte ich jedoch sehr genau auf den Zustand und auf die Vollzaehligkeit. Die Spiele sind daher meistens tadellos erhalten. Sollten Maengel vorhanden sein, werden diese auch in der Beschreibung unter ""Condition/Zustand"" erwaehnt.Ich versende Spiele in folgende Lnder: / I ship board games and board game expansions to the following countries:In case you live in a different country please contact me before you buy an item.Shipping/Versandnach Deutschland (ohne Inseln):Hermes Paeckchen (laengste und kuerzeste Seite zusammen max. 37 cm, versichert bis EUR 50,00): EUR 4,50Hermes-Paket S (laengste + kuerzeste Seite max. 50 cm): EUR 5,00DHL-Paket (versichert):- 2 Kg (max. 60 x 30 x 15 cm): EUR 5,50- 5 Kg: EUR 7,00- 10 Kg: EUR 9,50- 31,5 Kg: EUR 16,50------------------------------------------------------------to Europe (EU): Belgium, Croatia, Czech Republic, Denmark, Finland, France, Greece, Hungary, Ireland, Italy, Luxembourg, The Netherlands, sterreich, Poland, Portugal, Sweden, Slovakia, Slovenia, Spain:Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 35 x 25 x 3 cm): EUR 13,00DHL Parcel/DHL Paket:- 2 Kg (max. 60 x 30 x 15 cm): EUR 14,00- 5 Kg: EUR 16,00- 10 Kg: EUR 21,00- 20 Kg: EUR 32,00------------------------------------------------------------to Great BritainSmall Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 35 x 25 x 3 cm): EUR 13,00Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 90 cm in total for all 3 sides): EUR 17,50DHL Parcel/DHL Paket:- 5 Kg: EUR 27,00- 10 Kg: EUR 35,00- 20 Kg: EUR 49,00------------------------------------to Switzerland / in die Schweiz:Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 35 x 25 x 3 cm): EUR 13,00Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 90 cm in total for all 3 sides): EUR 17,50DHL Parcel/DHL Paket:- 5 Kg EUR 27,00- 10 Kg EUR 35,00- 20 Kg EUR 49,00--------------------------------------------------------------------------------------------------------------------------------to Norway:Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 35 x 25 x 3 cm): EUR 15,00Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 90 cm in total for all 3 sides): EUR 22,00DHL Parcel/DHL Paket:- 5 Kg EUR 30,00- 10 Kg EUR 38,00- 20 Kg EUR 53,00-----------------------------------------------------------------------------------------------------------------------------------to Russia:Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 35 x 25 x 3 cm): EUR 15,00Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 90 cm in total for all 3 sides): EUR 22,00DHL Parcel/DHL Paket:- 5 Kg EUR 31,00- 10 Kg EUR 38,00- 20 Kg EUR 55,00------------------------------------------------------------------------------------------------------------------------------------to the U.S.A. and Canada:Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 35 x 25 x 3 cm): EUR 15.00Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 90 cm in total for all 3 sides): EUR 22.00DHL Parcel:- 5 Kg EUR 48.00- 10 Kg EUR 78.00- 20 Kg EUR 143.00--------------------------------------------------------------------------------------------------------------------------------------------to China:Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 35 x 25 x 3 cm): EUR 15,00Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 90 cm in total for all 3 sides): EUR 22,00DHL Parcel:- 5 Kg EUR 43.00- 10 Kg EUR 59.00- 20 Kg EUR 95.00------------------------------------------------------------------------------------------------------------------------------------------to Australia, Brazil, Japan, New Zealand:Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 35 x 25 x 3 cm): EUR 15,00Small Parcel / Paeckchen (maximum insurance EUR 50,--, incl. tracking code, max. weight 2 Kg and max. size 90 cm in total for all 3 sides): EUR 22,00DHL Parcel:- 5 Kg EUR 46.00- 10 Kg EUR 62.00- 20 Kg EUR 101.00------------------------------------------------------------Payment:Bank transfer via IBAN + BIC / berweisungPayPal (+ 5%)","0"
"Played a few times.  Some minor wear on the box.  Components are in like new condition.  Shipping in the US 12.50.","0"
"Excellent condition","0"
"punched, unplayedPayPal plus max. 4 EuroMoney transfer via IBAN/BIC preferred for Euro countries--------------------------------------------------------------Private sale without warranty.Privater Verkauf unter Ausschluss jeder Gewhrleistung.","0"
"German edition but also includes self-printed English rules.Shipping not yet included in price. Will ship worldwide and verify shipping price at the date of purchase.","0"
"Dutch edition, but game components are language independent.Shipping costs are for the buyer. Ask for a calculation to your destination.Check out my other offers here on the Geek Market, combine & save on shipping!","0"
"Bought new, played once, put away.  In excellent condition, only listed as VG as it has been played. My copy comes with a print out of the English rules.Scroll down and read the Signature message for latest info. Updated info will be in there.UK BUYERS - Very cost effective to get two or three games.  MyHermes starts low for 1kg or 2kg, and up to 10kg for around 6. Adding one or two more games is very good value for you. 10kg gets you a lot of games. See their current prices here (scroll down after clicking): https://www.myhermes.co.uk/our-services/our-prices.htmlPayment - read the Signature below for latest methods.I now accept BANK TRANSFER - best for UK buyer if your bank has zero fees. For overseas buyer, I have my IBAN and suggest you look at https://transferwise.com/Cheaper than Paypal, especially with their cross-border fees too.Paypal, happy to receive Paypal in GBP, USD, JPY, EUR, but either make it a Gift please or pay the extra fees. I have great feedback!!!I can provide photos of my copy on request (message me your email).UK - Can ship quickly cheaply by MyHermes. REST OF EUROPE - Can ship quickly by Royal MailJAPAN- Card games and small games to Japan are very easy. Small parcels go easily by Royal Mail. Big games are harder.USA - For 2019/2020 I can ship large games to USA cheaply (USPS) but slowly.CAN and REST OF WORLD - As for Japan but I work out the cheapest method for you. Anything over 2kg or over 90cm in total three sides is difficult. Always ask me first.","0"
"incluse regole in italiano","0"
"Box is open, and there is a slight dent in the back of the box. The game is in excellent, unplayed condition. All items and instructions are present.","0"
"Shipping USPS $15.50.  This is a small game and can be shipped with another small game.","0"
"sell only in Thessaloniki","0"
"Excellent condition except one small chip on bottom of box.  From smokeless petless home.SHIPPING:   USA: $14/$16/$18 to zip code starting with 0-2/3-7/8-9.   MULTIPLE ITEMS: Save big with combined shipping!  Look at my other games for sale; the additional shipping cost would only be about $3 per large game, or $1 per small/card game.    MASSACHUSETTS: Local buyers may pick up orders of $25 or more in person, in Billerica or Cambridge.   INTERNATIONAL: International shipping, for a normal-size game, is at least $40!  Only if you understand that, you could ask me for an exact shipping quote before ordering.   INSURANCE: You may add $1.35 for optional insurance.  (Otherwise, I'll just get Delivery Confirmation, but in the unlikely event that USPS lost or damaged the package, it would unfortunately be your loss.)","0"
"Like new, never played.2001 International Gamers Award - General Strategy: Two-playersIn this two-player only game, you take the role of Hera or Zeus, and compete over the treatment of your favourite mortal. Using functionally identical decks, destroying your opponent will require strategy, bluffing, and deduction.2 Players30 Min Playing TimeAge: 12+E-transfer preferred.","0"
"used - excellentbuyer pays shippinglocal pick up available - redwood city, capaypal, venmo, zelle, cash acceptedLet me know of any questions or offersphone. 650.801.5405gamelordofsony@yahoo.com","0"
"Played a few times.Shipping via Canada Post unless requested otherwise.","0"
"Still in shrinkwrap","0"
"See my other listings and bundle for combined shipping. Local pickup in Philadelphia area is an option.","0"
"Happy to send photos.","0"
"Jo19-23","0"
"New in shrinkI pay the Geekcommission, you pay the Paypalcosts","0"
"Title: Wheres Bobs Hat?Publisher: Rio Grande GamesLanguage(s): English German","0"
"One map has a section which broke off when I first opened the box.  Otherwise the counters and sheets are in great condition.  Shipping at buyer's discretion.  Price is in US dollars.","0"
"Game played only once. Origional Avalon Hill game cir 1983","0"
"New unpunched game in original flat box.Shipping&Handling  Priority Mail:Switzerland: CHF 10.-- Europe: USD 17.--Others: USD 21.--We will always combine multiple items to reduce your shipping costs where possible.","0"
"Just Missing the Shrink wrap  Contents:  Mint  Unpunched & Unplayed   32 Year Old game Box : Mint    Bookcase 1982   Avalon Hill EditionNice addition to Game Collection.Location19","0"
"SPI flat tray edition - no cover sheet, punched","0"
"Punched, one replacement counter","0"
"Near mint condition.  Unpunched counters, still attached to the magazine.","0"
"Includes Strategy & Tactics magazine plus unpunched game in excellent condition. Both items were placed in a protective magazine cover and have been stored in a climate controlled, smoke free environment. Shipping will be by Priority Mail Flat Rate Envelope $8.95. If you purchase up to 8 of my magazine games I can ship them all in a single Medium Flat Rate Box for $17.10","0"
"Strategy and Tactics magazine included.","0"
"Great condition all pieces are included. Very fun game to play","0"
"1982 Avalon Hill. Player's copy. Punched, complete (except dice). The box has light wear and a quarter-sized puncture in the middle of the lid.. The rules are heavily highlighted in yellow. The counters are in fair condition, as the edges are slightly worn and the previous owner printed letters on the otherwise blank backs.  Everything else is very good.  There are some Bavarian and Saxon counters present that are not part of the original countersheet.","0"
"Minimal shelf wear to the box.  Counters unpunched. All components in Like New condition.","0"
"Unpunched.  Price is in US$.  Shipping to the US is $15 US$","0"
"CLS Games - Atlanta's Board Game Warehouse - is the largest retailer of board games in metro Atlanta! All games are new & still in factory shrink-wrap.THE SUN NEVER SETS THREE CAMPAIGNS OF THE BRITISH EMPIRE: $144.99Clash of Arms [COA 01007]Continental U.S. - $15.95International (Including AK & HI) - TBD","0"
"second Edition, English version,  1983 by Gibsons GamesRules including in German and in English.Shipping costs see informations below.Payment via PayPal or bank transfer.If you pay via PayPal, please use the button Send to friends abroad, then there are no fees. ... Thanks!!Please verify your shipping address before ordering or paying with PayPal. If your address contains non-Latin characters please include it in Latin script, too.We offer in our ""Modern Second-Hand-Games-Shop"" on our private homepage www.alte-spiele.de/antiquar.html more than 3.500 other games: older one, newer one, rare one and little known one. The offer consists of titles since the 1970s and mainly in German-speaking. Just look once over with us.","0"
